Translation Key,Translated Value,Category
st_itm_sleepbag_name,Спальный мешок,disassemble
dolg_nosorog_outfit_name,ПСЗ-10Д «Носорог»,outfit_exchange
st_ui_dbg_spawn_type,Типы предметов,weapon_drops
st_mutant_part_crow_beak,Мутировавший клюв вороны,mutant_parts
st_brewed_coffee,Приготовленный кофе,eatable
st_af_tlf_lost_soul,Потерянная Душа,artefacts
dolg_red_outfit_name,ПС5-М «Витязь»,outfit_exchange
st_wpn_p90,FN P90,weapon_drops
st_prt_w_p_barrel_7,Ствол .357 (Ствол),item_drop_locations
l12_stancia_2,ЧАЭС (Север),item_drop_locations
hunter_gar_trader_name,Мясник,mutant_parts
st_wpn_ak5c_bas,AK 5C,weapon_drops
st_prt_i_textolite,Текстолитовая основа,disassemble
yan_st_sakharov_name,Профессор Сахаров,mutant_parts
st_data_export_disassemble_item,Предмет,disassemble
st_ecologist_report_3_of_3_name,Добытые сведения о ходячих мертвецах, доклад 39В изм.2 (часть 3 из 3),disassemble
st_stalker_letter_2_of_2_name,Мемуары (часть 2 из 2),disassemble
st_radio2,Переносное радио,disassemble
st_stalker_letter_1_of_2_name,Мемуары (часть 1 из 2),disassemble
greh_armored_outfit_name,Противоосколочная броня «Греха»,outfit_exchange
gamma_burn_cap,Предел Горения,artefacts
st_meat_snork,Жареная рука снорка,eatable
st_shovel_old,Металлическая лопата,disassemble
nbc_outfit_name,Комбинезон РХБЗ,outfit_exchange
st_recipe_drug_3,Рецепты лекарства #3,disassemble
st_af_serofim_name,"Серафим",artefacts
st_itm_mapkit_2,Карта аномалий (Янтарь),disassemble
st_wpn_steyr_scout,Steyr Scout 5.56,weapons
st_meat_dog,Собачьи отбивные,eatable
st_wpn_toz106_m1,ТОЗ-106,weapon_drops
st_recipe_drug_1,Рецепты лекарства #1,disassemble
st_wpn_sv98,СВ-98,weapon_drops
st_exolight_repair_kit,Профессиональный набор для ремонта тяжёлых бронекостюмов,disassemble
ammo-5.45x39-ap,Патроны 5,45x39 мм БП,item_drop_locations
exo_dolg_red_outfit_name,ПСЗ-10Дм «Звероборец»,outfit_exchange
st_metalcan_powder,Баллончик с порошком,disassemble
dolg_exo_outfit_name,ПСЗ-10Д «Механизированная защита»,outfit_exchange
st_pda_2_name,КПК (Модель 2.0),disassemble
st_wpn_pb_bas,ПБ,weapons
st_monolithian_thoughts_name,Дневник монолитовца,disassemble
st_monolith_prayer_3_of_3_name,Молитва Монолиту (часть 3 из 3),disassemble
st_af_monolith_descr,Происхождение артефакта окутано тайной, так как было найдено всего несколько экземпляров в близких к центру Зоны регионах. \nЭтот уникальный артефакт реагирует на окружение, резонируя и адаптируясь к нему, например, артефакт наделяет носителя хорошей защитой от множества аномальных проявлений Зоны. Кроме того, это один из немногих артефактов, которые можно носить на поясе без контейнера.\nТем не менее, даже если просто держать его в руках, сразу же появляется ощущение, будто бы кожа и плоть отмирают, а кости становятся хрупкими. Причём такого ощущения вполне достаточно, чтобы мысль о желании надеть ещё больше защитных элементов, или же заручиться защитой других артефактов, не покидала голову.,artefacts
